tweet_user_name,tweet_user_screen,follower_count,user_created,tweet_count,following_status,friends_count,favourites_count,description,user_verified,user_time_zone,user_location,user_tweet,hash_tag,tweet_source,location_from_tweets,tweet_sentiment_polarity,tweet_sentiment_subjectivity,match_ratio,country_partial_match_ratio,token_sort_match_ratio,token_set_match_ratio,location_from_tweets_match_ratio,location_from_tweets_country_partial_match_ratio,location_from_tweets_token_sort_match_ratio,location_from_tweets_token_set_match_ratio,input_disaster_location,input_disaster
#PasslackSzn 🇹🇹,24_7Nooria,478,Tue Oct 06 03:32:43 +0000 2020,46018,False,954,41672,🇹🇹 til I die | Geographer 🌎 | SJCPOS '14 | UWI '18 | Weather nerd | @azprestonhall 💜 | football | tennis | cricket | #BVB #RMCF #CFC | #GER 🇩🇪 #FRA 🇫🇷,False,,"I home, wahappening",RT @philklotzbach: #Delta is now a #hurricane - the 9th of the 2020 Atlantic hurricane season to date.  Only 3 other years in the satellite…,"Delta,hurricane",Twitter for Android,"Delta,Atlantic",-0.0625,0.6875,6,29,10,9,30,36,20,20,Mexico,cyclone
Mr. Costello 😷,MrCChem,256,Tue Oct 06 03:32:38 +0000 2020,3022,False,196,1078,Chemistry Educator - Year 24 • Marathoner • @USC Alum • Currently reading “The Glory of Their Times” by Lawrence Ritter,False,,Here/There,RT @RobMarciano: Tropical Storm #Delta is rapidly intensifying — now forecast to become a major #hurricane in the Gulf of Mexico set to mak…,"Delta,hurricane",Twitter for iPhone,"Delta,the Gulf of Mexico",0.0625,0.5,10,57,15,60,40,100,40,100,Mexico,cyclone
Austin Louis,AustinLouis5,816,Tue Oct 06 03:32:37 +0000 2020,415360,False,2929,9466,I am 22 and a Graduate at JGHS #ClassOf2016  Watch @MorningExp with @RobinMeade Mon-Fri 6am-12 pm ET! Weather geek I am a SVU Die Hard! #SVUDieHard,False,,"Cambridge,Oh",RT @wxjerdman: Seeing some #lightning detected near the core of #Hurricane #Delta. Another sign of vigorous core convection and intensifica…,"lightning,Hurricane,Delta",Twitter for Android,Delta,0.1,0.4,8,50,11,12,18,20,18,18,Mexico,cyclone
Neesy🌺🌴,TheDeniseFolsom,549,Tue Oct 06 03:32:15 +0000 2020,95054,False,5001,137186,"💖my dog, family, beach, photography, travel,sports Tennis🎾Gamecocks SpursUp ; Miami Dolphins 🐬 FinsUp🐬Tua ; KC Chiefs💛❌⭕️ 🌺🌴Aloha🌺🌴",False,,"Florida, USA",RT @TheDeniseFolsom: @KHOUBlake11 Prayers up for all along the coast of USA Gulf if Mexico!🙏🏼😔#Delta #HurricaneDelta #Hurricane #Texas #Lou…,"Delta,HurricaneDelta,Hurricane,Texas,Lou",Twitter for iPhone,Texas,0.0,0.0,12,50,15,60,36,40,36,36,Mexico,cyclone
Neesy🌺🌴,TheDeniseFolsom,549,Tue Oct 06 03:32:11 +0000 2020,95054,False,5001,137186,"💖my dog, family, beach, photography, travel,sports Tennis🎾Gamecocks SpursUp ; Miami Dolphins 🐬 FinsUp🐬Tua ; KC Chiefs💛❌⭕️ 🌺🌴Aloha🌺🌴",False,,"Florida, USA",@KHOUBlake11 Prayers up for all along the coast of USA Gulf if Mexico!🙏🏼😔#Delta #HurricaneDelta #Hurricane #Texas… https://t.co/jbKJP59snG,"Delta,HurricaneDelta,Hurricane,Texas",Twitter for iPhone,Texas,0.0,0.0,12,50,16,60,36,40,36,36,Mexico,cyclone
Vesna,prenos_ludila,1877,Tue Oct 06 03:31:48 +0000 2020,57688,False,1674,181965,"Ja sam od onih prefinjenih,što vole mnogo da psuju;od onih što jecaju uz trubače i zvuke akustične gitare.... @znaci_pesimista - sister",False,,Vojvodina,"RT @philklotzbach: #Delta is now forecast to have winds of 120 mph in a couple of days.  If this forecast verifies, Delta would become the…",Delta,Twitter for Android,Delta,0.0,0.0,5,38,5,6,18,20,18,18,Mexico,cyclone
KingLucarius,KLucarius,127,Tue Oct 06 03:28:59 +0000 2020,3389,False,407,17419,SSB Lucario/Corrin | Aspiring Met | Gamer | Anime & Waifu Connoisseur | Mild Makoto/Catria Simp | JA @HHWikia | Banner: @Storm_Chaser_75 #BroncosCountry (1-3),False,,Colorado,"While #Gamma is now dead over the Yucatan, #Delta has become a likely more dangerous threat over the past 24 hrs. N… https://t.co/7oD6c2gRBc","Gamma,Delta",Twitter Web App,"Yucatan,Delta",-0.11000000000000001,0.61,5,30,5,6,11,18,21,21,Mexico,cyclone
Doug Terry,TerryReport,99,Tue Oct 06 03:28:46 +0000 2020,1066,False,318,2,"Journalist, writer, photographer, technologist, business owner. NPR, WFAA-TV, CBC, 80 television stations across the US, Israeli Radio, BBC, others.",False,,Just outside the Beltway,"#hurricane Delta has turned into a serious storm rather suddenly. A major hurricane by sometime Tuesday, its Cat. 3… https://t.co/kUrn2we8IU",hurricane,Twitter Web App,Cat,-0.13541666666666666,0.5833333333333333,5,36,12,15,22,40,22,22,Mexico,cyclone
Benkos,bapjart,1065,Tue Oct 06 03:27:51 +0000 2020,52806,False,2359,90678,Character illustrator | Androgyne they/them | AVI BY @houteian,False,,did you get the tap shoes?,"RT @weatherchannel: BREAKING: #Delta intensifies into the ninth #hurricane of the 2020 Atlantic hurricane season. 

Forecast to become a Ca…","Delta,hurricane",Twitter for Android,"Delta,Atlantic",0.0,0.0,5,36,11,11,30,36,20,20,Mexico,cyclone
Austin Louis,AustinLouis5,816,Tue Oct 06 03:27:48 +0000 2020,415360,False,2929,9466,I am 22 and a Graduate at JGHS #ClassOf2016  Watch @MorningExp with @RobinMeade Mon-Fri 6am-12 pm ET! Weather geek I am a SVU Die Hard! #SVUDieHard,False,,"Cambridge,Oh","RT @weatherchannel: With 25 named storms already in the books, how high could the #2020 #hurricane season tally go.  

https://t.co/m27yhxM…","2020,hurricane",Twitter for Android,,0.16,0.5399999999999999,5,36,11,12,0,0,0,0,Mexico,cyclone
Google_Commoner,CommonerGoogle,301,Tue Oct 06 03:27:07 +0000 2020,7456,False,5001,1105,Talk History. WW2 Military History Round Table. Let's discuss. Tell a friend.  WW2 ELEARNING: ONLINE FILMS AND HISTORY TEXT click here: https://t.co/aNAPyTKVWl,False,,United States,"RT @JosephDeMauro1: Latest Update - US Army Corps of Engineers Proposes NYC Outer Harbor Storm Surge Barrier 
Click here
https://t.co/RsCYq…",,Twitter Web App,,0.5,0.9,8,32,8,8,0,0,0,0,Mexico,cyclone
Steve Rudin ABC7,SteveRudinABC7,55968,Tue Oct 06 03:27:04 +0000 2020,28698,False,2091,10307,"Weekday afternoon and early evening meteorologist for ABC7 News. Commercial aviation geek. Made in Detroit, 24 years in DC. SAG-AFTRA. Former @AFS'er 🇦🇺🏳️‍🌈",True,,"Washington, DC","RT @SteveRudinABC7: NEW: Set to grow into a major storm, #Delta has strengthened from a tropical depression to a named #tropical storm and…","Delta,tropical",Twitter Web App,Delta,0.09943181818181818,0.4772727272727273,5,36,12,13,18,20,18,18,Mexico,cyclone
jack,starrr75032459,16,Tue Oct 06 03:26:52 +0000 2020,1502,False,198,1430,,False,,,"RT @weatherchannel: BREAKING: #Delta intensifies into the ninth #hurricane of the 2020 Atlantic hurricane season. 

Forecast to become a Ca…","Delta,hurricane",Twitter for iPhone,"Delta,Atlantic",0.0,0.0,5,36,11,11,30,36,20,20,Mexico,cyclone
Satya the Conqueror,killer_of_ego,97,Tue Oct 06 03:26:48 +0000 2020,7708,False,1401,9355,"Engineer by Profession, Astrogeek✨, Snap:pprakashsa1
Ig:satya_prakash_7",False,,India,RT @NOAASatellitePA: TROPICAL UPDATE: @NOAA's #GOES16🛰️ is tracking two tropical storms this morning--#Gamma and #Delta--in this #GeoColor/…,"GOES16,Gamma,Delta,GeoColor",Twitter for Android,Delta,0.0,0.0,12,36,7,8,18,20,18,18,Mexico,cyclone
DCasillas,VerdeGardens,24,Tue Oct 06 03:25:36 +0000 2020,298,False,345,21875,,False,,,RT @surfline: The Atlantic tropics are back in business -- #Gamma's on the way out but #Delta's just getting started. It's due to make land…,"Gamma,Delta",Twitter for iPhone,Atlantic,-0.0625,0.1875,5,36,11,12,29,36,29,29,Mexico,cyclone
Google_Commoner,CommonerGoogle,301,Tue Oct 06 03:24:47 +0000 2020,7456,False,5001,1105,Talk History. WW2 Military History Round Table. Let's discuss. Tell a friend.  WW2 ELEARNING: ONLINE FILMS AND HISTORY TEXT click here: https://t.co/aNAPyTKVWl,False,,United States,RT @JosephDeMauro1: The Best of Twitter Posts- The Need To Protect New York- New Jersey Metro Area from Dangerous Storm Surge Conditions No…,,Twitter Web App,,0.16818181818181813,0.5272727272727272,5,36,11,11,0,0,0,0,Mexico,cyclone
Wolfie,Shiranuithegod,44,Tue Oct 06 03:24:32 +0000 2020,2783,False,30,4799,"I love all animals but I really like wolves, I like nature and I like to help people with advice and incentives I'm a wolf supporter, and I like other thing too",False,,Brazil,"RT @philklotzbach: #Delta is now forecast to have winds of 120 mph in a couple of days.  If this forecast verifies, Delta would become the…",Delta,Twitter for Android,Delta,0.0,0.0,5,38,5,6,18,20,18,18,Mexico,cyclone
Worldwide Weather Warnings,AceStormSpotter,666,Tue Oct 06 03:24:21 +0000 2020,2701,False,1988,613,"Global #weather warnings, alerts and information. Waging a war on dangerous storms. Africa, America, Asia, Australia, Europe, Oceania - get all in one place!",False,,"Jembke, Deutschland",Retweet - #Hurricane - Tue Oct 6 0430 UTC: A Hurricane Warning is in effect for the Caribbean. More info:… https://t.co/Bov7mXYx9g,Hurricane,Buffer,Caribbean,0.5,0.5,7,29,11,10,13,20,13,13,Mexico,cyclone
Google_Commoner,CommonerGoogle,301,Tue Oct 06 03:23:42 +0000 2020,7456,False,5001,1105,Talk History. WW2 Military History Round Table. Let's discuss. Tell a friend.  WW2 ELEARNING: ONLINE FILMS AND HISTORY TEXT click here: https://t.co/aNAPyTKVWl,False,,United States,"RT @JosephDeMauro1: THE MASTER INDEX: LIST OF ARTICLES ON STORM SURGE
click here:
https://t.co/GNtpTt2REo

#stormsturge #noreaster #hurrica…","stormsturge,noreaster,hurrica",Twitter Web App,,0.0,0.0,12,36,4,4,0,0,0,0,Mexico,cyclone
Mohammad Rubaiat Islam,rubaiatz,22,Tue Oct 06 03:23:35 +0000 2020,95,False,58,87,,False,,"Dhaka, Bangladesh",RT @philklotzbach: The 2020 Atlantic #hurricane season has already generated 82 named storm days.  Only 4 years in satellite era (since 196…,hurricane,Twitter for iPhone,Atlantic,0.0,1.0,6,36,10,10,29,36,29,29,Mexico,cyclone
Steve,Steven_Patz,14,Tue Oct 06 03:23:35 +0000 2020,50667,False,21,2515,,False,,,RT:(@NHC_Atlantic)Hurricane #Delta Advisory 6: Delta Continues to Strengthen. Hurricane Conditions Expected Tuesday… https://t.co/vJRyfDCsxD,Delta,IFTTT,,-0.1,0.4,6,36,10,11,0,0,0,0,Mexico,cyclone
Dan Harkins,HurricaneSats,3,Tue Oct 06 03:23:14 +0000 2020,20,False,53,12,Putting Hurricane Hunter Satellites in orbit to save lives and reduce damage through early warning and improved forecasting.,False,,,RT @KathrynProciv: #Delta will rewrite the history books on Friday when it becomes the 10th named storm to make landfall on the U.S. No yea…,Delta,Twitter for iPhone,"Delta,U.S.",0.0,0.0,9,36,5,6,12,17,13,13,Mexico,cyclone
NickMorganelli,WeatherwithNick,751,Tue Oct 06 03:20:52 +0000 2020,3226,False,118,1592,Nearly 30 years in broadcasting,True,,"Springfield, MA",RT @philklotzbach: The 2020 Atlantic #hurricane season is currently tied with the 1916 Atlantic hurricane season for most continental US na…,hurricane,Twitter Web App,"Atlantic,Atlantic,US",0.25,0.45,6,36,11,12,15,33,15,24,Mexico,cyclone
Justin Langford,JaytimePhotogr1,262,Tue Oct 06 03:20:37 +0000 2020,8745,False,742,6322,"photographer, storm chaser, meteorology student",False,,"Ames, IA",RT @KathrynProciv: #Delta will rewrite the history books on Friday when it becomes the 10th named storm to make landfall on the U.S. No yea…,Delta,Twitter for iPhone,"Delta,U.S.",0.0,0.0,9,36,5,6,12,17,13,13,Mexico,cyclone
BlueChipTalent,MarvLBluechip,2185,Tue Oct 06 03:20:17 +0000 2020,290031,False,2463,26290,"Pro Sports Publications, Print Media Advertising, Athlete Endorsements, & Out of the Box Sports Marketing  Promotions",False,,MIAMI / LA,"RT @GulfAtlanticInd: It's #Tornado &amp; #HurricaneSeason ... Double Whammy

GET #Hurricane &amp; #Tornado READY #Florida for #2020... Call 800 679…","Tornado,HurricaneSeason,Hurricane,Tornado,Florida,2020",Twitter Web App,"Whammy,Tornado,Florida",0.1,0.25,9,36,13,14,14,33,7,7,Mexico,cyclone
BlueChipTalent,MarvLBluechip,2185,Tue Oct 06 03:20:14 +0000 2020,290031,False,2463,26290,"Pro Sports Publications, Print Media Advertising, Athlete Endorsements, & Out of the Box Sports Marketing  Promotions",False,,MIAMI / LA,"RT @GulfAtlanticInd: It's #Tornado &amp; #HurricaneSeason ... Double Whammy

GET #Hurricane &amp; #Tornado READY #Florida for #2020... Call 800 679…","Tornado,HurricaneSeason,Hurricane,Tornado,Florida,2020",Twitter Web App,"Whammy,Tornado,Florida",0.1,0.25,9,36,13,14,14,33,7,7,Mexico,cyclone
Low Sulfur Bunker Global Information Centre,LowSulfurBunker,1089,Tue Oct 06 03:18:40 +0000 2020,78356,False,9,0,Low Sulfur Bunker Specification & Availability in Ports Worldwide.,False,,,RT @Mar_Ex: U.S. Gulf Coast Faces Another Hurricane Threat https://t.co/4QoBK0z0wT #hurricane #maritime #shipping #NHC,"hurricane,maritime,shipping,NHC",App Twitter 101011011,,0.0,0.0,12,29,15,16,0,0,0,0,Mexico,cyclone
Tony,Thinksmart777,346,Tue Oct 06 03:18:04 +0000 2020,258,False,606,357,Viet.French.Entrepreneur•Business•Mechanic•Drafter•Anime•Coffee•Cars•Travel•https://t.co/larOw2vOCT:US00280933•0413Reminiscing.•You are your own architect• Keep going!,False,,"Tulsa, Oklahoma","RT @weatherchannel: With 25 named storms already in the books, how high could the #2020 #hurricane season tally go.  

https://t.co/m27yhxM…","2020,hurricane",Twitter for iPhone,,0.16,0.5399999999999999,5,36,11,12,0,0,0,0,Mexico,cyclone
Mark,mypostdemise,892,Tue Oct 06 03:17:12 +0000 2020,133963,False,836,4746,#NCAT Alumnus... Be confident in your heritage. Be confident in your blackness. - Barry O.,False,,Around,"RT @weatherchannel: BREAKING: #Delta intensifies into the ninth #hurricane of the 2020 Atlantic hurricane season. 

Forecast to become a Ca…","Delta,hurricane",Twitter for iPhone,"Delta,Atlantic",0.0,0.0,5,36,11,11,30,36,20,20,Mexico,cyclone
Rob Delp Weather,livewxradar,5029,Tue Oct 06 03:17:07 +0000 2020,135441,False,4148,541,"Totally into #weather #snow & #tornadoes..Weather freak / enthusiast Ham Radio , I Love #severe weather.  Checkout my site https://t.co/gH2JVpEJuN wx",False,,USA,"HURRICANE  DELTA 11  PM EDT 
 Winds 80 mph,  moving  WNW at 7  Pressure 977 mb  F
Forecast maps and Radar at… https://t.co/nS7b4OYGEx",,Twitter for Advertisers,,0.0,0.0,5,29,13,14,0,0,0,0,Mexico,cyclone
Yall.com,yall_magazine,74,Tue Oct 06 03:16:43 +0000 2020,1459,False,426,68,"https://t.co/uKB8ew91Mj -- The Ultimate Guide to the South -- Food & Drink, Home & Garden, Style & Fashion, Southern Travel, & Events.",False,,,#Delta Becomes A #Hurricane Expected To Strengthen https://t.co/5LKQqoFrVH via @yall_magazine #wxtwitter,"Delta,Hurricane,wxtwitter",Twitter Web App,,-0.1,0.4,12,29,12,12,0,0,0,0,Mexico,cyclone
Maritime Executive,Mar_Ex,50407,Tue Oct 06 03:16:39 +0000 2020,53711,False,5781,140,The Maritime Executive publishes the world's premier business journal and most widely read digital newsletter that serve the maritime and offshore industries.,False,,"Fort Lauderdale, Florida",U.S. Gulf Coast Faces Another Hurricane Threat https://t.co/4QoBK0z0wT #hurricane #maritime #shipping #NHC,"hurricane,maritime,shipping,NHC",Twitter Web App,U.S.,0.0,0.0,8,29,12,14,0,0,0,0,Mexico,cyclone
Sarah Harding,sarahharding22,260,Tue Oct 06 03:16:25 +0000 2020,9453,False,456,21411,"Wife & Aunt! Accounting Clerk at The Citizen. Degree in Sport Mgmt. I love D.C., traveling, all sports 🏐, & politics. Find a cure for cancer! #cancermoonshot",False,,"Auburn, NY","RT @weatherchannel: BREAKING: #Delta intensifies into the ninth #hurricane of the 2020 Atlantic hurricane season. 

Forecast to become a Ca…","Delta,hurricane",Twitter for iPhone,"Delta,Atlantic",0.0,0.0,5,36,11,11,30,36,20,20,Mexico,cyclone
Charlene Shannon,Charlenegapeach,377,Tue Oct 06 03:16:10 +0000 2020,352899,False,420,271725,RESISTER from Georgia(USA)!,False,,"Georgia, USA","RT @philklotzbach: #Delta is now forecast to have winds of 120 mph in a couple of days.  If this forecast verifies, Delta would become the…",Delta,Twitter for iPhone,Delta,0.0,0.0,5,38,5,6,18,20,18,18,Mexico,cyclone
"Gulf Atlantic Ind of America, Inc.",GulfAtlanticInd,1098,Tue Oct 06 03:15:36 +0000 2020,137438,False,1447,9870,"South Florida general contractor, specializing in roofing, hi-rise, home improvement, screen pool enclosures, hurricane impact windows, doors & shutter systems.",False,,South Florida,"It's #Tornado &amp; #HurricaneSeason ... Double Whammy

GET #Hurricane &amp; #Tornado READY #Florida for #2020... Call 800… https://t.co/U8PefEdU6O","Tornado,HurricaneSeason,Hurricane,Tornado,Florida,2020",Twitter Web App,"Whammy,Tornado,Florida",0.1,0.25,7,36,14,16,14,33,7,7,Mexico,cyclone
"Gulf Atlantic Ind of America, Inc.",GulfAtlanticInd,1098,Tue Oct 06 03:12:26 +0000 2020,137438,False,1447,9870,"South Florida general contractor, specializing in roofing, hi-rise, home improvement, screen pool enclosures, hurricane impact windows, doors & shutter systems.",False,,South Florida,"It's #Tornado &amp; #HurricaneSeason ... Double Whammy

GET #Hurricane &amp; #Tornado READY #Florida for #2020... Call 800… https://t.co/ePT7qK1X0e","Tornado,HurricaneSeason,Hurricane,Tornado,Florida,2020",Twitter Web App,"Whammy,Tornado,Florida",0.1,0.25,7,36,14,16,14,33,7,7,Mexico,cyclone
Neil Sanger,Doc_Sanger,2144,Tue Oct 06 03:12:24 +0000 2020,15479,False,807,7055,"God has blessed me w/wife & 4 kids. Retired AF officer w/PhD in Meteorology. CEO of Weather General, LLC: Visit https://t.co/MHh6nHcWHu & @weathergeneral.",False,,"College Station, Texas",RT @philklotzbach: The 2020 Atlantic #hurricane season is currently tied with the 1916 Atlantic hurricane season for most continental US na…,hurricane,Twitter for iPhone,"Atlantic,Atlantic,US",0.25,0.45,6,36,11,12,15,33,15,24,Mexico,cyclone
"Gulf Atlantic Ind of America, Inc.",GulfAtlanticInd,1098,Tue Oct 06 03:12:03 +0000 2020,137438,False,1447,9870,"South Florida general contractor, specializing in roofing, hi-rise, home improvement, screen pool enclosures, hurricane impact windows, doors & shutter systems.",False,,South Florida,"It's #Tornado &amp; #HurricaneSeason ... Double Whammy

GET #Hurricane &amp; #Tornado READY #Florida for #2020... Call 800… https://t.co/vWIjrvCrDY","Tornado,HurricaneSeason,Hurricane,Tornado,Florida,2020",Twitter Web App,"Whammy,Tornado,Florida",0.1,0.25,7,36,14,16,14,33,7,7,Mexico,cyclone
"Gulf Atlantic Ind of America, Inc.",GulfAtlanticInd,1098,Tue Oct 06 03:11:01 +0000 2020,137438,False,1447,9870,"South Florida general contractor, specializing in roofing, hi-rise, home improvement, screen pool enclosures, hurricane impact windows, doors & shutter systems.",False,,South Florida,"It's #Tornado &amp; #HurricaneSeason ... Double Whammy

GET #Hurricane &amp; #Tornado READY #Florida for #2020... Call 800… https://t.co/CYYuGBrFys","Tornado,HurricaneSeason,Hurricane,Tornado,Florida,2020",Twitter Web App,"Whammy,Tornado,Florida",0.1,0.25,7,36,14,16,14,33,7,7,Mexico,cyclone
HurricaneFeeds.Com,Hurricane_Feeds,10,Tue Oct 06 03:09:33 +0000 2020,2002,False,60,14,24x7 Watches & Warnings • Alerts • #Hurricane Updates • Live Streams • Live #Storms • Resources • NEW account associated with @WatchWx • non-profit •,False,,,RT @WatchWx: Hurricane #Delta Advisory 6: Delta Continues to Strengthen. Hurricane Conditions Expected Tuesday Night in the Northeast #Yuca…,"Delta,Yuca",dlvr.it,Northeast,-0.1,0.4,6,36,10,9,13,18,13,13,Mexico,cyclone
Henry Brigmond - Realtor©️,SweetHomePCB,232,Tue Oct 06 03:09:19 +0000 2020,2217,False,1131,2769,"Florida Realtor©️ serving Panama City Beach and the Florida Panhandle. Buy, Sell or Invest in Real Estate? Message me! KW Success Realty PCB #sweethomepcb",False,,"Panama City Beach, FL","RT @pcavlin: 🌀 It’s worth noting that #Delta was at 1006 mb when it got its depression designation at 11pm yesterday.

Less than 24 hours l…",Delta,Twitter for iPhone,Delta,0.06666666666666667,0.08333333333333334,8,36,10,10,18,20,18,18,Mexico,cyclone
WatchStorms.Com,WatchWx,952,Tue Oct 06 03:07:47 +0000 2020,101130,False,732,3801,Watches & Warnings • WX • #Hurricanes • Tornadoes • Storms • Resources • https://t.co/YD0kk1fWxw • https://t.co/Vc4n7kIOfN • non-profit •,False,, 🇨🇦 🇺🇸 🌎,Hurricane #Delta Advisory 6: Delta Continues to Strengthen. Hurricane Conditions Expected Tuesday Night in the Nort… https://t.co/jULf86hzve,Delta,Twitter Web App,,-0.1,0.4,5,36,9,9,0,0,0,0,Mexico,cyclone
"Gulf Atlantic Ind of America, Inc.",GulfAtlanticInd,1098,Tue Oct 06 03:07:43 +0000 2020,137438,False,1447,9870,"South Florida general contractor, specializing in roofing, hi-rise, home improvement, screen pool enclosures, hurricane impact windows, doors & shutter systems.",False,,South Florida,"It's #Tornado &amp; #HurricaneSeason ... Double Whammy

GET #Hurricane &amp; #Tornado READY #Florida for #2020... Call 800… https://t.co/paYDqxZ9wU","Tornado,HurricaneSeason,Hurricane,Tornado,Florida,2020",Twitter Web App,"Whammy,Tornado,Florida",0.1,0.25,7,36,14,16,14,33,7,7,Mexico,cyclone
"Gulf Atlantic Ind of America, Inc.",GulfAtlanticInd,1098,Tue Oct 06 03:07:21 +0000 2020,137438,False,1447,9870,"South Florida general contractor, specializing in roofing, hi-rise, home improvement, screen pool enclosures, hurricane impact windows, doors & shutter systems.",False,,South Florida,"It's #Tornado &amp; #HurricaneSeason ... Double Whammy

GET #Hurricane &amp; #Tornado READY #Florida for #2020... Call 800… https://t.co/iT5BgN5NOm","Tornado,HurricaneSeason,Hurricane,Tornado,Florida,2020",Twitter Web App,"Whammy,Tornado,Florida",0.1,0.25,7,36,14,16,14,33,7,7,Mexico,cyclone
"Gulf Atlantic Ind of America, Inc.",GulfAtlanticInd,1098,Tue Oct 06 03:06:56 +0000 2020,137438,False,1447,9870,"South Florida general contractor, specializing in roofing, hi-rise, home improvement, screen pool enclosures, hurricane impact windows, doors & shutter systems.",False,,South Florida,"It's #Tornado &amp; #HurricaneSeason ... Double Whammy

GET #Hurricane &amp; #Tornado READY #Florida for #2020... Call 800… https://t.co/ljTvyWpEU5","Tornado,HurricaneSeason,Hurricane,Tornado,Florida,2020",Twitter Web App,"Whammy,Tornado,Florida",0.1,0.25,7,36,14,16,14,33,7,7,Mexico,cyclone
"Gulf Atlantic Ind of America, Inc.",GulfAtlanticInd,1098,Tue Oct 06 03:06:30 +0000 2020,137438,False,1447,9870,"South Florida general contractor, specializing in roofing, hi-rise, home improvement, screen pool enclosures, hurricane impact windows, doors & shutter systems.",False,,South Florida,"It's #Tornado &amp; #HurricaneSeason ... Double Whammy

GET #Hurricane &amp; #Tornado READY #Florida for #2020... Call 800… https://t.co/fKNe2ai0p6","Tornado,HurricaneSeason,Hurricane,Tornado,Florida,2020",Twitter Web App,"Whammy,Tornado,Florida",0.1,0.25,7,36,14,16,14,33,7,7,Mexico,cyclone
Allyson Rae,AllysonRaeWx,7824,Tue Oct 06 03:04:23 +0000 2020,11246,False,2184,8478,@nbc2 Chief Meteorologist CBM/AMS approved. Adopt don’t shop. 🐶,True,,"Fort Myers, FL",RT @philklotzbach: #Delta is now a #hurricane - the 9th of the 2020 Atlantic hurricane season to date.  Only 3 other years in the satellite…,"Delta,hurricane",Twitter Web App,"Delta,Atlantic",-0.0625,0.6875,6,29,10,9,30,36,20,20,Mexico,cyclone
Bushie,bushiemochiboas,2718,Tue Oct 06 03:04:09 +0000 2020,172061,False,3267,161195,Simple,False,,,"RT @weatherchannel: BREAKING: #Delta intensifies into the ninth #hurricane of the 2020 Atlantic hurricane season. 

Forecast to become a Ca…","Delta,hurricane",Twitter for Android,"Delta,Atlantic",0.0,0.0,5,36,11,11,30,36,20,20,Mexico,cyclone
Ïnvïčtüs 🧙‍♂️,Alianza724,1520,Tue Oct 06 03:03:53 +0000 2020,209954,False,1115,23735,"Salvadoreño, Madridista e Hincha Del 14° Veces Campeón y Único Campeón Invicto Del Fútbol Salvadoreño @AlianzaFC_sv. #42Histórico",False,,"Antiguo Cuscatlan, El Salvador","RT @weatherchannel: With 25 named storms already in the books, how high could the #2020 #hurricane season tally go.  

https://t.co/m27yhxM…","2020,hurricane",Twitter for Android,,0.16,0.5399999999999999,5,36,11,12,0,0,0,0,Mexico,cyclone
Gullah/Geechee Folks,GullahGeechee,5346,Tue Oct 06 03:01:30 +0000 2020,66327,False,1092,2585,De Gullah/Geechee Nayshun da whey webe!,False,,Gullah/Geechee Nation,"RT @WSAVKrisA: #Delta ~ continues to strengthen.
#Hurricane conditions expected Tuesday night in the northeast Yucatan Peninsula.  
@WSAV @…","Delta,Hurricane",Twitter Web App,Yucatan Peninsula,-0.1,0.4,8,36,10,10,9,33,26,26,Mexico,cyclone
Hidrometeorología,hidromet,2430,Tue Oct 06 03:01:25 +0000 2020,6935,False,613,1737,"Clima, Tiempo atmosférico, Agua",False,,,"RT @weatherchannel: With 25 named storms already in the books, how high could the #2020 #hurricane season tally go.  

https://t.co/m27yhxM…","2020,hurricane",Twitter for Android,,0.16,0.5399999999999999,5,36,11,12,0,0,0,0,Mexico,cyclone
NewsCommoner,JosephD28284734,213,Tue Oct 06 03:01:07 +0000 2020,1454,False,5000,960,Talk History. WW2 Military History Round Table. Let's discuss. Tell a friend.  WW2 ELEARNING: ONLINE FILMS AND HISTORY TEXT  click here: https://t.co/aNAPyTKVWl,False,,USA,"RT @JosephDeMauro1: THE MASTER INDEX: LIST OF ARTICLES ON STORM SURGE
click here:
https://t.co/GNtpTt2REo

#stormsturge #noreaster #hurrica…","stormsturge,noreaster,hurrica",Twitter Web App,,0.0,0.0,12,36,4,4,0,0,0,0,Mexico,cyclone
Kris Allred,WSAVKrisA,6143,Tue Oct 06 03:00:27 +0000 2020,19355,False,2389,4410,"WSAV News 3 Chief Meteorologist, mom to Eli & Carson, Alabama Fan ~ Roll Tide!, and once upon a time a world baton twirling champion",True,,"WSAV News 3 Savannah, GA","#Delta ~ continues to strengthen.
#Hurricane conditions expected Tuesday night in the northeast Yucatan Peninsula.… https://t.co/GbF0gL5nbS","Delta,Hurricane",Twitter Web App,"Delta,Yucatan Peninsula",-0.1,0.4,8,36,10,10,14,33,21,21,Mexico,cyclone
Hurricane Tracker,ushurricanebot,459,Tue Oct 06 03:00:08 +0000 2020,3693,False,0,1,A bot that tracks US hurricanes and other tropical disturbances. Not affiliated with any government agency. Tweets are not official government posts.,False,,"Florida, USA",#Hurricane #Delta continues to strengthen...hurricane conditions expected tuesday night in the northeast #Yucatan p… https://t.co/rhHNpcNiPp,"Hurricane,Delta,Yucatan",US_Hurricane_Tracker,"Delta,Yucatan",-0.1,0.4,5,36,11,10,21,17,21,21,Mexico,cyclone
